DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,crime_bin
231712769,5/3/2023 0:00,5/2/2023 0:00,1400,17,Devonshire,1755,2,940,EXTORTION,0421 0422 1822 1915 0337,48,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,18100    ANDREA CIR,,34.2528,-118.5273,fraud
230121280,10/5/2023 0:00,10/5/2023 0:00,1505,01,Central,0191,2,647,THROWING OBJECT AT MOVING VEHICLE,0400 0447 1822,11,M,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,LA LIVE,PICO                         BL,34.0423,-118.2718,vandalism
230114811,6/25/2023 0:00,6/25/2023 0:00,0740,01,Central,0152,2,647,THROWING OBJECT AT MOVING VEHICLE,0329 0447 1300 1310 2004,27,F,B,101,STREET,306,ROCK/THROWN OBJECT,AA,Adult Arrest,647,,,,7TH,FIGUEROA,34.0494,-118.2599,vandalism
230706659,3/2/2023 0:00,3/2/2023 0:00,0800,07,Wilshire,0713,2,940,EXTORTION,1915 1822 1912 1501,59,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,400 N  SPAULDING                    AV,,34.0782,-118.3574,fraud
230115304,7/3/2023 0:00,7/3/2023 0:00,1325,01,Central,0181,2,755,BOMB SCARE,0404,0,X,X,713,CONVENTION CENTER,501,BOMB THREAT,IC,Invest Cont,755,,,,1200 S  FIGUEROA                     ST,,34.0431,-118.2692,violent
230718688,12/18/2023 0:00,12/15/2023 0:00,1120,07,Wilshire,0743,2,928,THREATENING PHONE CALLS/LETTERS,1906 1822 0432,28,M,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,928,,,,700 S  GENESEE                      AV,,34.0621,-118.3596,other
230818180,12/17/2023 0:00,12/17/2023 0:00,0757,08,West LA,0893,2,850,INDECENT EXPOSURE,0529 2004 0528 0910,36,F,B,953,MTA - EXPO LINE - EXPO/SEPULVEDA,,,IC,Invest Cont,850,,,,11200    EXPOSITION                   BL,,34.0352,-118.4341,sex
230300627,4/14/2023 0:00,4/14/2023 0:00,0045,03,Southwest,0336,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 0388 1212 1309 1402 1815 2024,22,M,X,115,AIRCRAFT,500,UNKNOWN WEAPON/OTHER WEAPON,JA,Juv Arrest,231,,,,WESTERN                      AV,JEFFERSON                    BL,34.0256,-118.3089,violent
230210400,5/9/2023 0:00,5/9/2023 0:00,1325,02,Rampart,0265,2,647,THROWING OBJECT AT MOVING VEHICLE,1300 1309 1822 0447 0919 1312 1310,28,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,ALVARADO                     ST,8TH                          ST,34.0549,-118.2778,vandalism
232012542,7/6/2023 0:00,7/6/2023 0:00,2000,20,Olympic,2056,2,850,INDECENT EXPOSURE,0369 1822 0529,27,F,H,515,APARTMENT/CONDO COMMON LAUNDRY ROOM,,,IC,Invest Cont,850,,,,1100 S  NEW HAMPSHIRE                AV,,34.0509,-118.2926,sex
232013600,8/3/2023 0:00,8/3/2023 0:00,0530,20,Olympic,2076,2,928,THREATENING PHONE CALLS/LETTERS,0554 0602 0400 0416 0340 0421 0432 0913 0446,47,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,928,,,,1300 S  MARIPOSA                     AV,,34.0472,-118.2987,other
230806013,2/17/2023 0:00,2/17/2023 0:00,1325,08,West LA,0884,2,886,DISTURBING THE PEACE,0443,0,X,X,203,OTHER BUSINESS,511,VERBAL THREAT,IC,Invest Cont,886,,,,10800 W  PICO                         BL,,34.0406,-118.4275,other
230316875,9/19/2023 0:00,4/1/2023 0:00,0001,03,Southwest,0338,2,940,EXTORTION,1822 1912 1251 1915,18,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,3100    MCCLINTOCK                   AV,,34.0274,-118.285,fraud
232106876,3/18/2023 0:00,3/18/2023 0:00,1645,21,Topanga,2156,2,647,THROWING OBJECT AT MOVING VEHICLE,0447,58,F,W,707,GARAGE/CARPORT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,6600    TOPANGA CANYON               BL,,34.1904,-118.6059,vandalism
230506677,3/14/2023 0:00,1/20/2023 0:00,0800,05,Harbor,0564,2,928,THREATENING PHONE CALLS/LETTERS,0913 0432 0421,34,F,B,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,928,,,,200 W  1ST                          ST,,33.7433,-118.2821,other
231000907,9/14/2023 0:00,9/14/2023 0:00,1825,10,West Valley,1089,2,755,BOMB SCARE,1822 0404 0903 2053 1528 1203,0,M,W,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),511,VERBAL THREAT,IC,Invest Cont,755,,,,15700    VENTURA                      BL,,34.1552,-118.4749,violent
231005984,2/19/2023 0:00,2/14/2023 0:00,0400,10,West Valley,1039,2,940,EXTORTION,1822,52,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,15700    VANOWEN                      ST,,34.1939,-118.4749,fraud
230816480,11/4/2023 0:00,10/12/2023 0:00,1200,08,West LA,0859,2,940,EXTORTION,0337 1915,20,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,1400 S  HOLT                         AV,,34.0533,-118.3786,fraud
231010598,6/22/2023 0:00,6/20/2023 0:00,0516,10,West Valley,1097,2,940,EXTORTION,0913 1915 1913,72,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,4400    CORONET                      DR,,34.1502,-118.5209,fraud
231414956,7/29/2023 0:00,7/29/2023 0:00,1030,14,Pacific,1428,2,755,BOMB SCARE,0404,0,X,X,730,SYNAGOGUE/TEMPLE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,755,,,,3000    WESTWOOD                     BL,,34.0306,-118.4209,violent
230713304,8/15/2023 0:00,8/15/2023 0:00,0120,07,Wilshire,0706,2,850,INDECENT EXPOSURE,0529 0444 0536 1822 1218,36,F,B,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,850,,,,600 N  LA BREA                      AV,,34.0819,-118.3441,sex
240604011,12/31/2023 0:00,12/31/2023 0:00,1915,06,Hollywood,0677,2,850,INDECENT EXPOSURE,0529 1822 0500,28,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,850,,,,5800    SANTA MONICA                 BL,,34.0907,-118.3157,sex
231820491,12/7/2023 0:00,12/6/2023 0:00,2000,18,Southeast,1844,2,940,EXTORTION,0443 1822 1912 0422 0316 0337,32,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,300 E  112TH                        ST,,33.933,-118.2696,fraud
231216552,7/28/2023 0:00,7/28/2023 0:00,0900,12,77th Street,1241,2,762,LEWD CONDUCT,2004 1822 0500 0528,43,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,762,,,,6400    CRENSHAW                     BL,,33.9814,-118.3309,sex
231112150,8/12/2023 0:00,8/9/2023 0:00,1230,11,Northeast,1189,2,762,LEWD CONDUCT,0528 2004,44,F,H,102,SIDEWALK,,,IC,Invest Cont,762,,,,3500    ARROYO SECO                  AV,,34.0878,-118.2151,sex
231414255,7/18/2023 0:00,7/18/2023 0:00,1830,14,Pacific,1441,2,850,INDECENT EXPOSURE,0500,29,F,W,103,ALLEY,,,IC,Invest Cont,850,,,,OCEAN                        AV,WASHINGTON                   BL,33.9826,-118.4611,sex
240705055,1/25/2024 0:00,12/11/2023 0:00,1645,07,Wilshire,0767,2,850,INDECENT EXPOSURE,1309 1822 0529 0528 1259,15,F,H,101,STREET,,,IC,Invest Cont,850,,,,4100    VENICE                       BL,,34.0457,-118.3255,sex
230109791,4/2/2023 0:00,4/2/2023 0:00,2120,01,Central,0166,2,886,DISTURBING THE PEACE,0361 0913,39,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,886,,,,600 S  SAN PEDRO                    ST,,34.0421,-118.2469,other
232106137,2/27/2023 0:00,2/24/2023 0:00,2040,21,Topanga,2148,2,940,EXTORTION,1915 1913,56,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,20400    HARTLAND                     ST,,34.195,-118.5782,fraud
230712339,7/21/2023 0:00,7/14/2023 0:00,0955,07,Wilshire,0784,2,932,PEEPING TOM,1822 0513,47,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,932,,,,5100 W  20TH                         ST,,34.04,-118.3515,sex
